timestamp,download,upload,ping,
2021-03-20T18:30:41.813962Z,61388420.42921918,19436312.539654326,19.269
2021-03-20T18:48:46.063890Z,62376882.7883583,18992336.4758628,19.212
2021-03-20T19:04:21.845095Z,60658794.02407683,18643308.57795515,19.246
2021-03-20T19:45:34.077394Z,70409517.05469564,18413106.314802203,32.758
2021-03-20T19:54:22.153705Z,71965818.64384496,18367198.308811996,32.415
2021-03-20T20:15:02.745074Z,70346987.28006998,18677017.67017417,33.011
2021-03-20T20:16:02.843769Z,72711117.75011346,18650159.20873536,33.406
2021-03-20T20:17:02.863441Z,73278603.39812195,18460504.011445716,32.873
2021-03-20T20:18:02.808027Z,73149742.83072497,18632910.73564014,33.722
2021-03-20T20:19:02.749353Z,71631053.10194857,18351688.02511449,33.293
2021-03-20T20:20:02.613572Z,72792655.20504911,18354981.839857142,32.996
2021-03-20T20:21:02.568462Z,73316109.57531813,18817677.535528574,32.642
2021-03-20T20:22:02.417366Z,73394038.52849922,18641212.09694083,33.236
2021-03-20T20:23:02.303851Z,71564616.41386896,18453328.011737857,33.506
2021-03-20T20:24:02.651613Z,73162884.05221787,18567168.535219416,34.632
2021-03-20T20:25:03.081636Z,73276473.04742709,18476181.475413293,32.946
2021-03-20T20:26:02.909659Z,73275776.21648775,18731042.645347778,32.56
2021-03-20T20:27:02.769241Z,73271990.32493839,18427995.409060914,32.872
2021-03-20T20:28:02.317915Z,72756660.40941262,18678852.58647963,32.942
2021-03-20T20:29:02.803576Z,73149239.82586935,18552179.06456408,32.942
2021-03-20T20:31:02.699355Z,72646472.15229471,18605281.82439275,30.444
2021-03-20T20:32:02.583530Z,63343398.71329033,18513849.258137576,33.316
2021-03-20T20:33:02.058063Z,71563948.77715878,18530865.55980386,32.84
2021-03-20T20:34:02.791359Z,73242028.83054848,18657320.3645946,30.408
2021-03-20T20:35:02.661861Z,73114340.67631415,18382557.846955087,32.978
2021-03-20T20:36:02.562263Z,73041507.3904931,18281168.2853189,32.818
2021-03-20T20:37:02.572374Z,73218040.16609573,18572463.560577046,33.383
2021-03-20T20:38:02.476427Z,73299717.46069986,18336965.59106994,32.793
2021-03-20T20:39:02.367274Z,73188608.00199018,18715436.00464716,32.897
2021-03-20T20:40:02.884155Z,73110581.1999683,18605563.019692305,30.829
2021-03-20T20:41:02.708429Z,73054562.16443455,18632152.66991622,33.468
2021-03-20T20:42:02.594978Z,73282244.11154383,18427646.277219683,33.392
2021-03-20T20:43:02.529163Z,73283627.2380568,18790880.775777776,33.082
2021-03-20T20:44:02.445400Z,72870577.92797534,18812380.38777283,32.273
2021-03-20T20:45:02.375535Z,72958373.59335391,18431326.6098182,33.412
2021-03-20T20:46:02.256618Z,73204369.23237687,18620351.64249471,32.865
2021-03-20T20:47:02.280443Z,73291359.5654141,18648326.210196972,32.855
2021-03-20T20:48:02.062929Z,73028857.41238546,18475259.047646258,33.106
2021-03-20T20:49:03.010247Z,72238994.47566608,18711393.265321784,32.808
2021-03-20T20:50:02.989708Z,73067415.77326602,18592098.835074693,33.422
2021-03-20T20:51:02.913030Z,72818880.89640339,18720996.689710047,33.076
2021-03-20T20:52:02.826407Z,66524041.88400157,18653122.64545999,31.714
2021-03-20T20:53:02.682451Z,73224295.28158924,18582850.0742552,33.13
2021-03-20T20:54:02.528360Z,71557651.96600658,18325124.682057112,33.041
2021-03-20T20:55:02.337242Z,72697055.04507488,18677114.50382341,33.024
2021-03-20T20:56:02.195410Z,73320607.1135628,18709319.932315234,29.674
2021-03-20T20:57:03.087616Z,69653636.8353441,18303149.97012005,33.936
2021-03-20T20:58:02.134259Z,73245622.12624447,18191377.3595861,32.601
2021-03-20T20:59:02.696250Z,73012873.89494078,18436343.96772766,32.685
2021-03-20T21:01:02.425251Z,71392607.43474624,18459675.85528413,33.081
2021-03-20T21:02:02.318443Z,73096941.58864973,18475848.457119104,35.302
2021-03-20T21:03:02.223304Z,73343304.84603396,18462140.544624638,29.909
2021-03-20T21:04:02.205700Z,73085534.86843339,18642842.87642998,32.991
2021-03-20T21:05:02.057978Z,73162956.39200847,18778855.964822326,26.886
2021-03-20T21:06:02.901970Z,73272981.45753278,18667486.651394006,32.06
